Year,Country,Area,MedalType,GDP,MedalCount,game_season
2012,Thailand,Asia,SILVER,397558325278.5791,2,Summer
2012,Trinidad and Tobago,North America,BRONZE,27334581560.283688,2,Summer
2012,Trinidad and Tobago,North America,GOLD,27334581560.283688,1,Summer
2012,Trinidad and Tobago,North America,SILVER,27334581560.283688,1,Summer
2012,Tunisia,Africa,BRONZE,47311401812.67335,1,Summer
2012,Tunisia,Africa,GOLD,47311401812.67335,2,Summer
2012,Turkey,Middle East,BRONZE,880555885492.2687,1,Summer
2012,Turkey,Middle East,GOLD,880555885492.2687,1,Summer
2012,Turkey,Middle East,SILVER,880555885492.2687,1,Summer
2012,Uganda,Africa,GOLD,27305915910.78771,1,Summer
2012,Ukraine,Europe,BRONZE,182591753827.9488,10,Summer
2012,Ukraine,Europe,GOLD,182591753827.9488,5,Summer
2012,Ukraine,Europe,SILVER,182591753827.9488,4,Summer
2012,United States of America,North America,BRONZE,16254000000000.0,30,Summer
2012,United States of America,North America,GOLD,16254000000000.0,47,Summer
2012,United States of America,North America,SILVER,16254000000000.0,27,Summer
2012,Uzbekistan,Middle East,BRONZE,67517349212.06092,2,Summer
2012,Venezuela,South America,GOLD,381286237847.6675,1,Summer
2016,Algeria,Africa,SILVER,180763839522.1508,2,Summer
2016,Argentina,South America,GOLD,557532320662.9546,3,Summer
2016,Argentina,South America,SILVER,557532320662.9546,1,Summer
2016,Armenia,Middle East,GOLD,10546136235.521862,1,Summer
2016,Armenia,Middle East,SILVER,10546136235.521862,3,Summer
2016,Australia,Oceania,BRONZE,1207580901578.7236,10,Summer
2016,Australia,Oceania,GOLD,1207580901578.7236,8,Summer
2016,Australia,Oceania,SILVER,1207580901578.7236,11,Summer
2016,Austria,Europe,BRONZE,395837000000.0,1,Summer
2016,Azerbaijan,Middle East,BRONZE,37866996882.915695,10,Summer
2016,Azerbaijan,Middle East,GOLD,37866996882.915695,1,Summer
2016,Azerbaijan,Middle East,SILVER,37866996882.915695,7,Summer
2016,Bahamas,North America,BRONZE,11745100000.0,1,Summer
2016,Bahamas,North America,GOLD,11745100000.0,1,Summer
2016,Bahrain,Middle East,GOLD,32250132978.723404,1,Summer
2016,Bahrain,Middle East,SILVER,32250132978.723404,1,Summer
2016,Belarus,Europe,BRONZE,47723545321.25899,4,Summer
2016,Belarus,Europe,GOLD,47723545321.25899,1,Summer
2016,Belarus,Europe,SILVER,47723545321.25899,4,Summer
2016,Belgium,Europe,BRONZE,476062757356.9273,2,Summer
2016,Belgium,Europe,GOLD,476062757356.9273,2,Summer
2016,Belgium,Europe,SILVER,476062757356.9273,2,Summer
2016,Brazil,South America,BRONZE,1795693482652.5151,6,Summer
2016,Brazil,South America,GOLD,1795693482652.5151,7,Summer
2016,Brazil,South America,SILVER,1795693482652.5151,6,Summer
2016,Bulgaria,Europe,BRONZE,53964253211.83995,2,Summer
2016,Bulgaria,Europe,SILVER,53964253211.83995,1,Summer
2016,Burundi,Africa,SILVER,2644487776.500767,1,Summer
2016,Canada,North America,BRONZE,1527994741907.425,15,Summer
2016,Canada,North America,GOLD,1527994741907.425,4,Summer
2016,Canada,North America,SILVER,1527994741907.425,3,Summer
2016,Colombia,South America,BRONZE,282720100286.22784,3,Summer
2016,Colombia,South America,GOLD,282720100286.22784,3,Summer
2016,Colombia,South America,SILVER,282720100286.22784,2,Summer
2016,Croatia,Europe,BRONZE,52740059263.42448,2,Summer
2016,Croatia,Europe,GOLD,52740059263.42448,5,Summer
2016,Croatia,Europe,SILVER,52740059263.42448,3,Summer
2016,Cuba,North America,BRONZE,91370407864.0,4,Summer
2016,Cuba,North America,GOLD,91370407864.0,5,Summer
2016,Cuba,North America,SILVER,91370407864.0,2,Summer
2016,Czech Republic,Europe,BRONZE,196272068576.3383,7,Summer
2016,Czech Republic,Europe,GOLD,196272068576.3383,1,Summer
2016,Czech Republic,Europe,SILVER,196272068576.3383,2,Summer
2016,Côte d'Ivoire,Africa,BRONZE,48407761036.82379,1,Summer
2016,Côte d'Ivoire,Africa,GOLD,48407761036.82379,1,Summer
2016,Denmark,Europe,BRONZE,313115929314.33856,7,Summer
2016,Denmark,Europe,GOLD,313115929314.33856,2,Summer
2016,Denmark,Europe,SILVER,313115929314.33856,6,Summer
2016,Dominican Republic,North America,BRONZE,75704647877.65591,1,Summer
2016,Egypt,Africa,BRONZE,332442000000.0,3,Summer
2016,Estonia,Europe,BRONZE,24072829276.77438,1,Summer
2016,Ethiopia,Africa,BRONZE,74296745207.87209,5,Summer
2016,Ethiopia,Africa,GOLD,74296745207.87209,1,Summer
2016,Ethiopia,Africa,SILVER,74296745207.87209,2,Summer
2016,Fiji,Oceania,GOLD,4930213644.366533,1,Summer
2016,Finland,Europe,BRONZE,240771351298.83328,1,Summer
2016,France,Europe,BRONZE,2472964344587.1655,14,Summer
2016,France,Europe,GOLD,2472964344587.1655,10,Summer
2016,France,Europe,SILVER,2472964344587.1655,18,Summer
2016,Georgia,Middle East,BRONZE,15444548901.963682,4,Summer
2016,Georgia,Middle East,GOLD,15444548901.963682,2,Summer
2016,Georgia,Middle East,SILVER,15444548901.963682,1,Summer
2016,Germany,Europe,BRONZE,3469853463945.5337,15,Summer
2016,Germany,Europe,GOLD,3469853463945.5337,17,Summer
2016,Germany,Europe,SILVER,3469853463945.5337,10,Summer
2016,Great Britain,Europe,BRONZE,2689106566899.611,17,Summer
2016,Great Britain,Europe,GOLD,2689106566899.611,27,Summer
2016,Great Britain,Europe,SILVER,2689106566899.611,23,Summer
2016,Greece,Europe,BRONZE,193148146586.93277,2,Summer
2016,Greece,Europe,GOLD,193148146586.93277,3,Summer
2016,Greece,Europe,SILVER,193148146586.93277,1,Summer
2016,Grenada,North America,SILVER,1061640740.7407408,1,Summer
2016,Hungary,Europe,BRONZE,128609822750.03862,4,Summer
2016,Hungary,Europe,GOLD,128609822750.03862,8,Summer
2016,Hungary,Europe,SILVER,128609822750.03862,3,Summer
2016,India,Asia,BRONZE,2294800000000.0,1,Summer
2016,India,Asia,SILVER,2294800000000.0,1,Summer
2016,Indonesia,Asia,GOLD,931877364037.6976,1,Summer
2016,Indonesia,Asia,SILVER,931877364037.6976,2,Summer
2016,Ireland,Europe,SILVER,298559265006.39764,2,Summer
2016,Islamic Republic of Iran,Middle East,BRONZE,457954614593.74615,4,Summer
2016,Islamic Republic of Iran,Middle East,GOLD,457954614593.74615,3,Summer
2016,Islamic Republic of Iran,Middle East,SILVER,457954614593.74615,1,Summer
2016,Israel,Middle East,BRONZE,322103000000.0,2,Summer
2016,Italy,Europe,BRONZE,1877071687633.7788,8,Summer
2016,Italy,Europe,GOLD,1877071687633.7788,8,Summer
2016,Italy,Europe,SILVER,1877071687633.7788,12,Summer
2016,Jamaica,North America,BRONZE,14077096676.621284,2,Summer
2016,Jamaica,North America,GOLD,14077096676.621284,6,Summer
2016,Jamaica,North America,SILVER,14077096676.621284,3,Summer
2016,Japan,Asia,BRONZE,5003680000000.0,21,Summer
2016,Japan,Asia,GOLD,5003680000000.0,12,Summer
2016,Japan,Asia,SILVER,5003680000000.0,8,Summer
2016,Jordan,Middle East,GOLD,39892551126.76057,1,Summer
2016,Kazakhstan,Middle East,BRONZE,137278320084.17114,10,Summer
2016,Kazakhstan,Middle East,GOLD,137278320084.17114,3,Summer
2016,Kazakhstan,Middle East,SILVER,137278320084.17114,5,Summer
2016,Kenya,Africa,BRONZE,74815144163.89308,1,Summer
2016,Kenya,Africa,GOLD,74815144163.89308,6,Summer
2016,Kenya,Africa,SILVER,74815144163.89308,6,Summer
2016,Lithuania,Europe,BRONZE,43047309305.73629,3,Summer
2016,Lithuania,Europe,SILVER,43047309305.73629,1,Summer
2016,Malaysia,Asia,BRONZE,301256033870.33356,1,Summer
2016,Malaysia,Asia,SILVER,301256033870.33356,4,Summer
2016,Mexico,North America,BRONZE,1112233497452.6975,2,Summer
2016,Mexico,North America,SILVER,1112233497452.6975,3,Summer
2016,Mongolia,Asia,BRONZE,11181350649.357347,1,Summer
2016,Mongolia,Asia,SILVER,11181350649.357347,1,Summer
2016,Morocco,Africa,BRONZE,111572947004.91748,1,Summer
2016,Netherlands,Europe,BRONZE,784060430240.0797,4,Summer
2016,Netherlands,Europe,GOLD,784060430240.0797,8,Summer
2016,Netherlands,Europe,SILVER,784060430240.0797,7,Summer
2016,New Zealand,Oceania,BRONZE,188898209220.16672,5,Summer
2016,New Zealand,Oceania,GOLD,188898209220.16672,4,Summer
2016,New Zealand,Oceania,SILVER,188898209220.16672,9,Summer
2016,Niger,Africa,SILVER,10398861981.758308,1,Summer
2016,Nigeria,Africa,BRONZE,404649125252.15955,1,Summer
2016,Norway,Europe,BRONZE,370956547619.0476,4,Summer
2016,People's Republic of China,Asia,BRONZE,11233313730348.72,26,Summer
2016,People's Republic of China,Asia,GOLD,11233313730348.72,26,Summer
2016,People's Republic of China,Asia,SILVER,11233313730348.72,18,Summer
2016,Philippines,Asia,SILVER,318627003012.5201,1,Summer
2016,Poland,Europe,BRONZE,470024599375.6187,6,Summer
2016,Poland,Europe,GOLD,470024599375.6187,2,Summer
2016,Poland,Europe,SILVER,470024599375.6187,3,Summer
2016,Portugal,Europe,BRONZE,206426152308.93085,1,Summer
2016,Puerto Rico,North America,GOLD,104337000000.0,1,Summer
2016,Qatar,Middle East,SILVER,151732181868.13187,1,Summer
2016,Republic of Korea,Asia,BRONZE,1499679823909.6116,9,Summer
2016,Republic of Korea,Asia,GOLD,1499679823909.6116,9,Summer
2016,Republic of Korea,Asia,SILVER,1499679823909.6116,3,Summer
2016,Romania,Europe,BRONZE,185287630540.43143,2,Summer
2016,Romania,Europe,GOLD,185287630540.43143,1,Summer
2016,Romania,Europe,SILVER,185287630540.43143,1,Summer
2016,Russian Federation,Europe,BRONZE,1276786350881.137,20,Summer
2016,Russian Federation,Europe,GOLD,1276786350881.137,19,Summer
2016,Russian Federation,Europe,SILVER,1276786350881.137,17,Summer
2016,Serbia,Europe,BRONZE,40692661657.0,2,Summer
2016,Serbia,Europe,GOLD,40692661657.0,2,Summer
2016,Serbia,Europe,SILVER,40692661657.0,4,Summer
2016,Singapore,Asia,GOLD,319053943915.0054,1,Summer
2016,Slovakia,Europe,GOLD,89952699525.0,2,Summer
2016,Slovakia,Europe,SILVER,89952699525.0,2,Summer
2016,Slovenia,Europe,BRONZE,44766722791.0,1,Summer
2016,Slovenia,Europe,GOLD,44766722791.0,1,Summer
2016,Slovenia,Europe,SILVER,44766722791.0,2,Summer
2016,South Africa,Africa,BRONZE,323585509674.4806,2,Summer
2016,South Africa,Africa,GOLD,323585509674.4806,2,Summer
2016,South Africa,Africa,SILVER,323585509674.4806,6,Summer
2016,Spain,Europe,BRONZE,1233554967011.6765,6,Summer
2016,Spain,Europe,GOLD,1233554967011.6765,7,Summer
2016,Spain,Europe,SILVER,1233554967011.6765,4,Summer
2016,Sweden,Europe,BRONZE,515654671469.54694,3,Summer
2016,Sweden,Europe,GOLD,515654671469.54694,2,Summer
2016,Sweden,Europe,SILVER,515654671469.54694,6,Summer
2016,Switzerland,Europe,BRONZE,687895460902.7133,2,Summer
2016,Switzerland,Europe,GOLD,687895460902.7133,3,Summer
2016,Switzerland,Europe,SILVER,687895460902.7133,2,Summer
2016,Tajikistan,Middle East,GOLD,6992416096.890184,1,Summer
2016,Thailand,Asia,BRONZE,413366349747.5081,2,Summer
2016,Thailand,Asia,GOLD,413366349747.5081,2,Summer
2016,Thailand,Asia,SILVER,413366349747.5081,2,Summer
2016,Trinidad and Tobago,North America,BRONZE,23713671528.142097,1,Summer
2016,Tunisia,Africa,BRONZE,44360072680.44765,3,Summer
2016,Turkey,Middle East,BRONZE,869682881593.0414,4,Summer
2016,Turkey,Middle East,GOLD,869682881593.0414,1,Summer
2016,Turkey,Middle East,SILVER,869682881593.0414,3,Summer
2016,Ukraine,Europe,BRONZE,93355869403.92232,4,Summer
2016,Ukraine,Europe,GOLD,93355869403.92232,2,Summer
2016,Ukraine,Europe,SILVER,93355869403.92232,5,Summer
2016,United Arab Emirates,Middle East,BRONZE,369255326235.5344,1,Summer
2016,United States of America,North America,BRONZE,18804900000000.0,38,Summer
2016,United States of America,North America,GOLD,18804900000000.0,46,Summer
2016,United States of America,North America,SILVER,18804900000000.0,37,Summer
2016,Uzbekistan,Middle East,BRONZE,86138288644.17099,7,Summer
2016,Uzbekistan,Middle East,GOLD,86138288644.17099,4,Summer
2016,Uzbekistan,Middle East,SILVER,86138288644.17099,2,Summer
2016,Vietnam,Asia,GOLD,257096001177.98184,1,Summer
2016,Vietnam,Asia,SILVER,257096001177.98184,1,Summer
2020,Argentina,South America,BRONZE,385740508436.9652,2,Summer
2020,Argentina,South America,SILVER,385740508436.9652,1,Summer
2020,Armenia,Middle East,BRONZE,12641698583.21524,2,Summer
2020,Armenia,Middle East,SILVER,12641698583.21524,2,Summer
2020,Australia,Oceania,BRONZE,1330381544909.3044,22,Summer
2020,Australia,Oceania,GOLD,1330381544909.3044,17,Summer
2020,Australia,Oceania,SILVER,1330381544909.3044,7,Summer
2020,Austria,Europe,BRONZE,435049316955.73663,5,Summer
2020,Austria,Europe,GOLD,435049316955.73663,1,Summer
2020,Austria,Europe,SILVER,435049316955.73663,1,Summer
2020,Azerbaijan,Middle East,BRONZE,42693000000.0,4,Summer
2020,Azerbaijan,Middle East,SILVER,42693000000.0,3,Summer
2020,Bahamas,North America,GOLD,9958200000.0,2,Summer
2020,Bahrain,Middle East,SILVER,34621807712.76596,1,Summer
2020,Belarus,Europe,BRONZE,61371755326.0,3,Summer
2020,Belarus,Europe,GOLD,61371755326.0,1,Summer
2020,Belarus,Europe,SILVER,61371755326.0,3,Summer
2020,Belgium,Europe,BRONZE,526021513474.2427,3,Summer
2020,Belgium,Europe,GOLD,526021513474.2427,3,Summer
2020,Belgium,Europe,SILVER,526021513474.2427,1,Summer
2020,Bermuda,North America,GOLD,6887147000.0,1,Summer
2020,Botswana,Africa,BRONZE,14960291105.931597,1,Summer
2020,Brazil,South America,BRONZE,1476107231194.106,8,Summer
2020,Brazil,South America,GOLD,1476107231194.106,7,Summer
2020,Brazil,South America,SILVER,1476107231194.106,6,Summer
2020,Bulgaria,Europe,BRONZE,70368758395.14104,2,Summer
2020,Bulgaria,Europe,GOLD,70368758395.14104,3,Summer
2020,Bulgaria,Europe,SILVER,70368758395.14104,1,Summer
2020,Burkina Faso,Africa,BRONZE,17725010531.0,1,Summer
2020,Canada,North America,BRONZE,1655684730000.1936,11,Summer
2020,Canada,North America,GOLD,1655684730000.1936,7,Summer
2020,Canada,North America,SILVER,1655684730000.1936,6,Summer
2020,Colombia,South America,BRONZE,270348342541.46512,1,Summer
2020,Colombia,South America,SILVER,270348342541.46512,4,Summer
2020,Croatia,Europe,BRONZE,58221300897.88384,2,Summer
2020,Croatia,Europe,GOLD,58221300897.88384,3,Summer
2020,Croatia,Europe,SILVER,58221300897.88384,3,Summer
2020,Cuba,North America,BRONZE,107352000000.0,5,Summer
2020,Cuba,North America,GOLD,107352000000.0,7,Summer
2020,Cuba,North America,SILVER,107352000000.0,3,Summer
2020,Czech Republic,Europe,BRONZE,245974558654.04297,3,Summer
2020,Czech Republic,Europe,GOLD,245974558654.04297,4,Summer
2020,Czech Republic,Europe,SILVER,245974558654.04297,4,Summer
2020,Côte d'Ivoire,Africa,BRONZE,63027852805.42045,1,Summer
2020,Denmark,Europe,BRONZE,354762748338.6615,4,Summer
2020,Denmark,Europe,GOLD,354762748338.6615,3,Summer
2020,Denmark,Europe,SILVER,354762748338.6615,4,Summer
2020,Dominican Republic,North America,BRONZE,78844656298.17764,2,Summer
2020,Dominican Republic,North America,SILVER,78844656298.17764,3,Summer
2020,Ecuador,South America,GOLD,95865472000.0,2,Summer
2020,Ecuador,South America,SILVER,95865472000.0,1,Summer
2020,Egypt,Africa,BRONZE,383817841547.0992,4,Summer
2020,Egypt,Africa,GOLD,383817841547.0992,1,Summer
2020,Egypt,Africa,SILVER,383817841547.0992,1,Summer
2020,Estonia,Europe,BRONZE,31330419851.148724,1,Summer
2020,Estonia,Europe,GOLD,31330419851.148724,1,Summer
2020,Ethiopia,Africa,BRONZE,107657734392.44585,2,Summer
2020,Ethiopia,Africa,GOLD,107657734392.44585,1,Summer
2020,Ethiopia,Africa,SILVER,107657734392.44585,1,Summer
2020,Fiji,Oceania,BRONZE,4432466219.876845,1,Summer
2020,Fiji,Oceania,GOLD,4432466219.876845,1,Summer
2020,Finland,Europe,BRONZE,271886077382.10193,2,Summer
2020,France,Europe,BRONZE,2647418691598.4507,11,Summer
2020,France,Europe,GOLD,2647418691598.4507,10,Summer
2020,France,Europe,SILVER,2647418691598.4507,12,Summer
2020,Georgia,Middle East,BRONZE,16010869215.679968,1,Summer
2020,Georgia,Middle East,GOLD,16010869215.679968,2,Summer
2020,Georgia,Middle East,SILVER,16010869215.679968,5,Summer
2020,Germany,Europe,BRONZE,3887727161914.408,16,Summer
2020,Germany,Europe,GOLD,3887727161914.408,10,Summer
2020,Germany,Europe,SILVER,3887727161914.408,11,Summer
2020,Ghana,Africa,BRONZE,70043095504.0,1,Summer
2020,Great Britain,Europe,BRONZE,2697806592293.8604,22,Summer
2020,Great Britain,Europe,GOLD,2697806592293.8604,22,Summer
2020,Great Britain,Europe,SILVER,2697806592293.8604,21,Summer
2020,Greece,Europe,BRONZE,188480337285.6052,1,Summer
2020,Greece,Europe,GOLD,188480337285.6052,2,Summer
2020,Greece,Europe,SILVER,188480337285.6052,1,Summer
2020,Grenada,North America,BRONZE,1043411111.111111,1,Summer
2020,"Hong Kong, China",Asia,BRONZE,344943149590.0583,3,Summer
2020,"Hong Kong, China",Asia,GOLD,344943149590.0583,1,Summer
2020,"Hong Kong, China",Asia,SILVER,344943149590.0583,2,Summer
2020,Hungary,Europe,BRONZE,157288955508.17633,7,Summer
2020,Hungary,Europe,GOLD,157288955508.17633,6,Summer
2020,Hungary,Europe,SILVER,157288955508.17633,7,Summer
2020,India,Asia,BRONZE,2674851578586.8647,4,Summer
2020,India,Asia,GOLD,2674851578586.8647,1,Summer
2020,India,Asia,SILVER,2674851578586.8647,2,Summer
2020,Indonesia,Asia,BRONZE,1059054842698.482,3,Summer
2020,Indonesia,Asia,GOLD,1059054842698.482,1,Summer
2020,Indonesia,Asia,SILVER,1059054842698.482,1,Summer
2020,Ireland,Europe,BRONZE,428608687830.2393,2,Summer
2020,Ireland,Europe,GOLD,428608687830.2393,2,Summer
2020,Islamic Republic of Iran,Middle East,BRONZE,239735486745.38528,2,Summer
2020,Islamic Republic of Iran,Middle East,GOLD,239735486745.38528,3,Summer
2020,Islamic Republic of Iran,Middle East,SILVER,239735486745.38528,2,Summer
2020,Israel,Middle East,BRONZE,413267669231.52216,2,Summer
2020,Israel,Middle East,GOLD,413267669231.52216,2,Summer
2020,Italy,Europe,BRONZE,1897461635591.912,20,Summer
2020,Italy,Europe,GOLD,1897461635591.912,10,Summer
2020,Italy,Europe,SILVER,1897461635591.912,10,Summer
2020,Jamaica,North America,BRONZE,13812421835.736937,4,Summer
2020,Jamaica,North America,GOLD,13812421835.736937,4,Summer
2020,Jamaica,North America,SILVER,13812421835.736937,1,Summer
2020,Japan,Asia,BRONZE,5055587093501.588,17,Summer
2020,Japan,Asia,GOLD,5055587093501.588,27,Summer
2020,Japan,Asia,SILVER,5055587093501.588,14,Summer
2020,Jordan,Middle East,BRONZE,43700383098.59155,1,Summer
2020,Jordan,Middle East,SILVER,43700383098.59155,1,Summer
2020,Kazakhstan,Middle East,BRONZE,171082365861.4229,8,Summer
2020,Kenya,Africa,BRONZE,100658000000.0,2,Summer
2020,Kenya,Africa,GOLD,100658000000.0,4,Summer
2020,Kenya,Africa,SILVER,100658000000.0,4,Summer
2020,Kuwait,Middle East,BRONZE,107512998447.02074,1,Summer
2020,Kyrgyzstan,Middle East,BRONZE,8270468614.240511,1,Summer
2020,Kyrgyzstan,Middle East,SILVER,8270468614.240511,2,Summer
2020,Latvia,Europe,BRONZE,34390910339.0,1,Summer
2020,Latvia,Europe,GOLD,34390910339.0,1,Summer
2020,Lithuania,Europe,SILVER,56964942999.365135,1,Summer
2020,Malaysia,Asia,BRONZE,337456163961.2112,1,Summer
2020,Malaysia,Asia,SILVER,337456163961.2112,1,Summer
2020,Mexico,North America,BRONZE,1120832412468.8489,4,Summer
2020,Mongolia,Asia,BRONZE,13312981429.08905,3,Summer
2020,Mongolia,Asia,SILVER,13312981429.08905,1,Summer
2020,Morocco,Africa,GOLD,121353645057.14368,1,Summer
2020,Namibia,Africa,SILVER,10583748541.525812,1,Summer
2020,Netherlands,Europe,BRONZE,909793466661.4812,14,Summer
2020,Netherlands,Europe,GOLD,909793466661.4812,10,Summer
2020,Netherlands,Europe,SILVER,909793466661.4812,12,Summer
2020,New Zealand,Oceania,BRONZE,212697530897.56036,7,Summer
2020,New Zealand,Oceania,GOLD,212697530897.56036,7,Summer
2020,New Zealand,Oceania,SILVER,212697530897.56036,6,Summer
2020,Nigeria,Africa,BRONZE,432198898467.79486,1,Summer
2020,Nigeria,Africa,SILVER,432198898467.79486,1,Summer
2020,North Macedonia,Europe,SILVER,12361036913.840923,1,Summer
2020,Norway,Europe,BRONZE,367633418886.62726,2,Summer
2020,Norway,Europe,GOLD,367633418886.62726,4,Summer
2020,Norway,Europe,SILVER,367633418886.62726,2,Summer
2020,People's Republic of China,Asia,BRONZE,14687744162801.031,18,Summer
2020,People's Republic of China,Asia,GOLD,14687744162801.031,38,Summer
2020,People's Republic of China,Asia,SILVER,14687744162801.031,32,Summer
2020,Philippines,Asia,BRONZE,361751145451.59674,1,Summer
2020,Philippines,Asia,GOLD,361751145451.59674,1,Summer
2020,Philippines,Asia,SILVER,361751145451.59674,2,Summer
2020,Poland,Europe,BRONZE,599443000000.0,5,Summer
2020,Poland,Europe,GOLD,599443000000.0,4,Summer
2020,Poland,Europe,SILVER,599443000000.0,5,Summer
2020,Portugal,Europe,BRONZE,229031860520.77728,2,Summer
2020,Portugal,Europe,GOLD,229031860520.77728,1,Summer
2020,Portugal,Europe,SILVER,229031860520.77728,1,Summer
2020,Puerto Rico,North America,GOLD,103131000000.0,1,Summer
2020,Qatar,Middle East,BRONZE,144411363351.64835,1,Summer
2020,Qatar,Middle East,GOLD,144411363351.64835,2,Summer
2020,Republic of Korea,Asia,BRONZE,1644312831906.1692,10,Summer
2020,Republic of Korea,Asia,GOLD,1644312831906.1692,6,Summer
2020,Republic of Korea,Asia,SILVER,1644312831906.1692,4,Summer
2020,Republic of Moldova,Europe,BRONZE,11530746234.44918,1,Summer
2020,Romania,Europe,GOLD,251362514349.6971,1,Summer
2020,Romania,Europe,SILVER,251362514349.6971,3,Summer
2020,San Marino,Europe,BRONZE,1541247883.9935052,2,Summer
2020,San Marino,Europe,SILVER,1541247883.9935052,1,Summer
2020,Saudi Arabia,Middle East,SILVER,734271000000.0,1,Summer
2020,Serbia,Europe,BRONZE,53356484591.43781,5,Summer
2020,Serbia,Europe,GOLD,53356484591.43781,3,Summer
2020,Serbia,Europe,SILVER,53356484591.43781,1,Summer
2020,Slovakia,Europe,BRONZE,106737868873.94116,1,Summer
2020,Slovakia,Europe,GOLD,106737868873.94116,1,Summer
2020,Slovakia,Europe,SILVER,106737868873.94116,2,Summer
2020,Slovenia,Europe,BRONZE,53734526854.22894,1,Summer
2020,Slovenia,Europe,GOLD,53734526854.22894,3,Summer
2020,Slovenia,Europe,SILVER,53734526854.22894,1,Summer
2020,South Africa,Africa,GOLD,338291396026.6977,1,Summer
2020,South Africa,Africa,SILVER,338291396026.6977,2,Summer
2020,Spain,Europe,BRONZE,1278130000000.0,6,Summer
2020,Spain,Europe,GOLD,1278130000000.0,3,Summer
2020,Spain,Europe,SILVER,1278130000000.0,8,Summer
2020,Sweden,Europe,GOLD,547054174235.87585,3,Summer
2020,Sweden,Europe,SILVER,547054174235.87585,6,Summer
2020,Switzerland,Europe,BRONZE,741999406005.6272,6,Summer
2020,Switzerland,Europe,GOLD,741999406005.6272,3,Summer
2020,Switzerland,Europe,SILVER,741999406005.6272,4,Summer
2020,Syrian Arab Republic,Middle East,BRONZE,11155888304.002296,1,Summer
2020,Thailand,Asia,BRONZE,500461898480.24554,1,Summer
2020,Thailand,Asia,GOLD,500461898480.24554,1,Summer
2020,Tunisia,Africa,GOLD,42491816475.71184,1,Summer
2020,Tunisia,Africa,SILVER,42491816475.71184,1,Summer
2020,Turkey,Middle East,BRONZE,720338498174.7438,9,Summer
2020,Turkey,Middle East,GOLD,720338498174.7438,2,Summer
2020,Turkey,Middle East,SILVER,720338498174.7438,2,Summer
2020,Turkmenistan,Middle East,SILVER,45818000000.0,1,Summer
2020,Uganda,Africa,BRONZE,37600368239.882416,1,Summer
2020,Uganda,Africa,GOLD,37600368239.882416,2,Summer
2020,Uganda,Africa,SILVER,37600368239.882416,1,Summer
2020,Ukraine,Europe,BRONZE,156617722013.3422,12,Summer
2020,Ukraine,Europe,GOLD,156617722013.3422,1,Summer
2020,Ukraine,Europe,SILVER,156617722013.3422,6,Summer
2020,United States of America,North America,BRONZE,21323000000000.0,33,Summer
2020,United States of America,North America,GOLD,21323000000000.0,39,Summer
2020,United States of America,North America,SILVER,21323000000000.0,41,Summer
2020,Uzbekistan,Middle East,BRONZE,60224701296.78847,2,Summer
2020,Uzbekistan,Middle East,GOLD,60224701296.78847,3,Summer
