Year,Country,Area,MedalType,GDP,MedalCount,game_season
2004,Japan,Asia,SILVER,4893116005656.559,9,Summer
2004,Kazakhstan,Middle East,BRONZE,43151647002.60963,3,Summer
2004,Kazakhstan,Middle East,GOLD,43151647002.60963,1,Summer
2004,Kazakhstan,Middle East,SILVER,43151647002.60963,4,Summer
2004,Kenya,Africa,BRONZE,16095337093.836596,2,Summer
2004,Kenya,Africa,GOLD,16095337093.836596,1,Summer
2004,Kenya,Africa,SILVER,16095337093.836596,4,Summer
2004,Latvia,Europe,SILVER,14435700533.368025,4,Summer
2004,Lithuania,Europe,GOLD,22627507451.564827,1,Summer
2004,Lithuania,Europe,SILVER,22627507451.564827,2,Summer
2004,Mexico,North America,BRONZE,819459227375.0225,1,Summer
2004,Mexico,North America,SILVER,819459227375.0225,3,Summer
2004,Mongolia,Asia,BRONZE,1992066808.0959773,1,Summer
2004,Morocco,Africa,GOLD,66114145451.00669,2,Summer
2004,Morocco,Africa,SILVER,66114145451.00669,1,Summer
2004,Netherlands,Europe,BRONZE,658380081545.1754,9,Summer
2004,Netherlands,Europe,GOLD,658380081545.1754,4,Summer
2004,Netherlands,Europe,SILVER,658380081545.1754,9,Summer
2004,New Zealand,Oceania,GOLD,103905210084.03362,3,Summer
2004,New Zealand,Oceania,SILVER,103905210084.03362,2,Summer
2004,Nigeria,Africa,BRONZE,135764731645.61142,2,Summer
2004,Norway,Europe,BRONZE,265268662473.29697,1,Summer
2004,Norway,Europe,GOLD,265268662473.29697,5,Summer
2004,Paraguay,South America,SILVER,9624440836.293097,1,Summer
2004,People's Republic of China,Asia,BRONZE,1955346768721.3936,14,Summer
2004,People's Republic of China,Asia,GOLD,1955346768721.3936,32,Summer
2004,People's Republic of China,Asia,SILVER,1955346768721.3936,17,Summer
2004,Poland,Europe,BRONZE,255107252158.63116,5,Summer
2004,Poland,Europe,GOLD,255107252158.63116,3,Summer
2004,Poland,Europe,SILVER,255107252158.63116,2,Summer
2004,Portugal,Europe,BRONZE,189382122532.1688,1,Summer
2004,Portugal,Europe,SILVER,189382122532.1688,2,Summer
2004,Republic of Korea,Asia,BRONZE,793175561887.0269,9,Summer
2004,Republic of Korea,Asia,GOLD,793175561887.0269,9,Summer
2004,Republic of Korea,Asia,SILVER,793175561887.0269,12,Summer
2004,Romania,Europe,BRONZE,74973656851.80765,6,Summer
2004,Romania,Europe,GOLD,74973656851.80765,8,Summer
2004,Romania,Europe,SILVER,74973656851.80765,5,Summer
2004,Russian Federation,Europe,BRONZE,591016690732.3846,36,Summer
2004,Russian Federation,Europe,GOLD,591016690732.3846,28,Summer
2004,Russian Federation,Europe,SILVER,591016690732.3846,26,Summer
2004,Slovakia,Europe,BRONZE,57437444469.08702,2,Summer
2004,Slovakia,Europe,GOLD,57437444469.08702,2,Summer
2004,Slovakia,Europe,SILVER,57437444469.08702,2,Summer
2004,Slovenia,Europe,BRONZE,34414784504.235176,3,Summer
2004,Slovenia,Europe,SILVER,34414784504.235176,1,Summer
2004,South Africa,Africa,BRONZE,255806908594.57257,2,Summer
2004,South Africa,Africa,GOLD,255806908594.57257,1,Summer
2004,South Africa,Africa,SILVER,255806908594.57257,3,Summer
2004,Spain,Europe,BRONZE,1069055675273.748,6,Summer
2004,Spain,Europe,GOLD,1069055675273.748,3,Summer
2004,Spain,Europe,SILVER,1069055675273.748,11,Summer
2004,Sweden,Europe,BRONZE,385118044877.46466,1,Summer
2004,Sweden,Europe,GOLD,385118044877.46466,4,Summer
2004,Sweden,Europe,SILVER,385118044877.46466,2,Summer
2004,Switzerland,Europe,BRONZE,403912891033.37354,3,Summer
2004,Switzerland,Europe,GOLD,403912891033.37354,1,Summer
2004,Switzerland,Europe,SILVER,403912891033.37354,1,Summer
2004,Syrian Arab Republic,Middle East,BRONZE,25086950495.049503,1,Summer
2004,Thailand,Asia,BRONZE,172895685154.65817,4,Summer
2004,Thailand,Asia,GOLD,172895685154.65817,3,Summer
2004,Thailand,Asia,SILVER,172895685154.65817,1,Summer
2004,Trinidad and Tobago,North America,BRONZE,13280275123.035402,1,Summer
2004,Turkey,Middle East,BRONZE,408865000000.0,4,Summer
2004,Turkey,Middle East,GOLD,408865000000.0,3,Summer
2004,Turkey,Middle East,SILVER,408865000000.0,3,Summer
2004,Ukraine,Europe,BRONZE,67220154164.316605,9,Summer
2004,Ukraine,Europe,GOLD,67220154164.316605,8,Summer
2004,Ukraine,Europe,SILVER,67220154164.316605,5,Summer
2004,United Arab Emirates,Middle East,GOLD,147824370319.94556,1,Summer
2004,United States of America,North America,BRONZE,12217200000000.0,26,Summer
2004,United States of America,North America,GOLD,12217200000000.0,36,Summer
2004,United States of America,North America,SILVER,12217200000000.0,39,Summer
2004,Uzbekistan,Middle East,BRONZE,12030023547.88069,2,Summer
2004,Uzbekistan,Middle East,GOLD,12030023547.88069,2,Summer
2004,Uzbekistan,Middle East,SILVER,12030023547.88069,1,Summer
2004,Venezuela,South America,BRONZE,112451400424.9639,2,Summer
2004,Zimbabwe,Africa,BRONZE,5805598400.0,1,Summer
2004,Zimbabwe,Africa,GOLD,5805598400.0,1,Summer
2004,Zimbabwe,Africa,SILVER,5805598400.0,1,Summer
2008,Afghanistan,Middle East,BRONZE,10109297047.543194,1,Summer
2008,Algeria,Africa,BRONZE,180383848331.13455,1,Summer
2008,Algeria,Africa,SILVER,180383848331.13455,1,Summer
2008,Argentina,South America,BRONZE,361558037110.41925,4,Summer
2008,Argentina,South America,GOLD,361558037110.41925,2,Summer
2008,Armenia,Middle East,BRONZE,11662040713.875307,4,Summer
2008,Armenia,Middle East,SILVER,11662040713.875307,1,Summer
2008,Australia,Oceania,BRONZE,1056112427190.3768,17,Summer
2008,Australia,Oceania,GOLD,1056112427190.3768,14,Summer
2008,Australia,Oceania,SILVER,1056112427190.3768,15,Summer
2008,Austria,Europe,BRONZE,432051935642.9452,2,Summer
2008,Austria,Europe,SILVER,432051935642.9452,1,Summer
2008,Azerbaijan,Middle East,BRONZE,48851293785.44826,4,Summer
2008,Azerbaijan,Middle East,GOLD,48851293785.44826,1,Summer
2008,Azerbaijan,Middle East,SILVER,48851293785.44826,1,Summer
2008,Bahamas,North America,BRONZE,10526000000.0,1,Summer
2008,Bahamas,North America,SILVER,10526000000.0,1,Summer
2008,Belarus,Europe,BRONZE,60752106347.12601,7,Summer
2008,Belarus,Europe,GOLD,60752106347.12601,3,Summer
2008,Belarus,Europe,SILVER,60752106347.12601,4,Summer
2008,Belgium,Europe,GOLD,517328000000.0,2,Summer
2008,Brazil,South America,BRONZE,1695855083552.0544,10,Summer
2008,Brazil,South America,GOLD,1695855083552.0544,3,Summer
2008,Brazil,South America,SILVER,1695855083552.0544,4,Summer
2008,Bulgaria,Europe,BRONZE,54480684188.44424,3,Summer
2008,Bulgaria,Europe,GOLD,54480684188.44424,1,Summer
2008,Bulgaria,Europe,SILVER,54480684188.44424,1,Summer
2008,Cameroon,Africa,GOLD,27715142006.01808,1,Summer
2008,Canada,North America,BRONZE,1552989690721.6497,8,Summer
2008,Canada,North America,GOLD,1552989690721.6497,3,Summer
2008,Canada,North America,SILVER,1552989690721.6497,9,Summer
2008,Chile,South America,SILVER,179894594475.97992,1,Summer
2008,Colombia,South America,BRONZE,242504150472.93076,1,Summer
2008,Colombia,South America,SILVER,242504150472.93076,2,Summer
2008,Croatia,Europe,BRONZE,68526332324.364395,3,Summer
2008,Croatia,Europe,SILVER,68526332324.364395,2,Summer
2008,Cuba,North America,BRONZE,56302129629.62962,17,Summer
2008,Cuba,North America,GOLD,56302129629.62962,3,Summer
2008,Cuba,North America,SILVER,56302129629.62962,10,Summer
2008,Czech Republic,Europe,BRONZE,236816485762.98788,1,Summer
2008,Czech Republic,Europe,GOLD,236816485762.98788,3,Summer
2008,Czech Republic,Europe,SILVER,236816485762.98788,3,Summer
2008,Denmark,Europe,BRONZE,353361038818.38336,3,Summer
2008,Denmark,Europe,GOLD,353361038818.38336,2,Summer
2008,Denmark,Europe,SILVER,353361038818.38336,2,Summer
2008,Dominican Republic,North America,GOLD,48122601530.0,1,Summer
2008,Dominican Republic,North America,SILVER,48122601530.0,1,Summer
2008,Ecuador,South America,SILVER,61139438000.0,1,Summer
2008,Egypt,Africa,BRONZE,162818181818.18182,2,Summer
2008,Estonia,Europe,GOLD,24341678628.97319,1,Summer
2008,Estonia,Europe,SILVER,24341678628.97319,1,Summer
2008,Ethiopia,Africa,BRONZE,27066912635.222847,1,Summer
2008,Ethiopia,Africa,GOLD,27066912635.222847,4,Summer
2008,Ethiopia,Africa,SILVER,27066912635.222847,2,Summer
2008,Finland,Europe,BRONZE,285716311136.7187,2,Summer
2008,Finland,Europe,GOLD,285716311136.7187,1,Summer
2008,Finland,Europe,SILVER,285716311136.7187,1,Summer
2008,France,Europe,BRONZE,2930303780828.1245,20,Summer
2008,France,Europe,GOLD,2930303780828.1245,7,Summer
2008,France,Europe,SILVER,2930303780828.1245,16,Summer
2008,Georgia,Middle East,BRONZE,12795145130.910282,2,Summer
2008,Georgia,Middle East,GOLD,12795145130.910282,3,Summer
2008,Georgia,Middle East,SILVER,12795145130.910282,2,Summer
2008,Germany,Europe,BRONZE,3745264093617.1865,14,Summer
2008,Germany,Europe,GOLD,3745264093617.1865,16,Summer
2008,Germany,Europe,SILVER,3745264093617.1865,11,Summer
2008,Great Britain,Europe,BRONZE,2929411764705.8823,19,Summer
2008,Great Britain,Europe,GOLD,2929411764705.8823,19,Summer
2008,Great Britain,Europe,SILVER,2929411764705.8823,13,Summer
2008,Greece,Europe,BRONZE,355908689477.44525,1,Summer
2008,Greece,Europe,SILVER,355908689477.44525,2,Summer
2008,Hungary,Europe,BRONZE,158326000000.0,2,Summer
2008,Hungary,Europe,GOLD,158326000000.0,3,Summer
2008,Hungary,Europe,SILVER,158326000000.0,5,Summer
2008,Iceland,Europe,SILVER,18074622987.01845,1,Summer
2008,India,Asia,BRONZE,1198895139005.919,2,Summer
2008,India,Asia,GOLD,1198895139005.919,1,Summer
2008,Indonesia,Asia,BRONZE,510228634990.59827,4,Summer
2008,Indonesia,Asia,GOLD,510228634990.59827,1,Summer
2008,Indonesia,Asia,SILVER,510228634990.59827,1,Summer
2008,Ireland,Europe,BRONZE,275447471451.06323,2,Summer
2008,Ireland,Europe,SILVER,275447471451.06323,1,Summer
2008,Islamic Republic of Iran,Middle East,BRONZE,412336172443.79486,1,Summer
2008,Islamic Republic of Iran,Middle East,GOLD,412336172443.79486,1,Summer
2008,Israel,Middle East,BRONZE,220531065217.3913,1,Summer
2008,Italy,Europe,BRONZE,2408655348718.5933,10,Summer
2008,Italy,Europe,GOLD,2408655348718.5933,8,Summer
2008,Italy,Europe,SILVER,2408655348718.5933,9,Summer
2008,Jamaica,North America,BRONZE,13709401520.032597,1,Summer
2008,Jamaica,North America,GOLD,13709401520.032597,5,Summer
2008,Jamaica,North America,SILVER,13709401520.032597,3,Summer
2008,Japan,Asia,BRONZE,5106679115127.299,8,Summer
2008,Japan,Asia,GOLD,5106679115127.299,9,Summer
2008,Japan,Asia,SILVER,5106679115127.299,8,Summer
2008,Kazakhstan,Middle East,BRONZE,133441648851.9825,4,Summer
2008,Kazakhstan,Middle East,GOLD,133441648851.9825,2,Summer
2008,Kazakhstan,Middle East,SILVER,133441648851.9825,3,Summer
2008,Kenya,Africa,BRONZE,35895153327.849686,6,Summer
2008,Kenya,Africa,GOLD,35895153327.849686,6,Summer
2008,Kenya,Africa,SILVER,35895153327.849686,4,Summer
2008,Kyrgyzstan,Middle East,BRONZE,5139958909.179356,2,Summer
2008,Kyrgyzstan,Middle East,SILVER,5139958909.179356,1,Summer
2008,Latvia,Europe,BRONZE,35854274229.0,1,Summer
2008,Latvia,Europe,GOLD,35854274229.0,1,Summer
2008,Latvia,Europe,SILVER,35854274229.0,1,Summer
2008,Lithuania,Europe,BRONZE,47797551587.88233,2,Summer
2008,Lithuania,Europe,SILVER,47797551587.88233,3,Summer
2008,Malaysia,Asia,SILVER,230811614370.38364,1,Summer
2008,Mauritius,Africa,BRONZE,9990356673.734972,1,Summer
2008,Mexico,North America,BRONZE,1161553459715.1033,2,Summer
2008,Mexico,North America,GOLD,1161553459715.1033,2,Summer
2008,Mongolia,Asia,GOLD,5623216608.042884,2,Summer
2008,Mongolia,Asia,SILVER,5623216608.042884,2,Summer
2008,Morocco,Africa,BRONZE,101822906949.06345,1,Summer
2008,Morocco,Africa,SILVER,101822906949.06345,1,Summer
2008,Netherlands,Europe,BRONZE,951869997864.0624,4,Summer
2008,Netherlands,Europe,GOLD,951869997864.0624,7,Summer
2008,Netherlands,Europe,SILVER,951869997864.0624,5,Summer
2008,New Zealand,Oceania,BRONZE,133131000000.0,4,Summer
2008,New Zealand,Oceania,GOLD,133131000000.0,3,Summer
2008,New Zealand,Oceania,SILVER,133131000000.0,2,Summer
2008,Nigeria,Africa,BRONZE,339476276257.7929,3,Summer
2008,Nigeria,Africa,SILVER,339476276257.7929,2,Summer
2008,Norway,Europe,BRONZE,464917553191.4894,1,Summer
2008,Norway,Europe,GOLD,464917553191.4894,3,Summer
2008,Norway,Europe,SILVER,464917553191.4894,5,Summer
2008,Panama,North America,GOLD,25155888600.0,1,Summer
2008,People's Republic of China,Asia,BRONZE,4594336785737.672,30,Summer
2008,People's Republic of China,Asia,GOLD,4594336785737.672,48,Summer
2008,People's Republic of China,Asia,SILVER,4594336785737.672,22,Summer
2008,Poland,Europe,BRONZE,533599779515.7149,2,Summer
2008,Poland,Europe,GOLD,533599779515.7149,4,Summer
2008,Poland,Europe,SILVER,533599779515.7149,5,Summer
2008,Portugal,Europe,GOLD,263416394624.08353,1,Summer
2008,Portugal,Europe,SILVER,263416394624.08353,1,Summer
2008,Republic of Korea,Asia,BRONZE,1047339010225.2472,8,Summer
2008,Republic of Korea,Asia,GOLD,1047339010225.2472,13,Summer
2008,Republic of Korea,Asia,SILVER,1047339010225.2472,11,Summer
2008,Republic of Moldova,Europe,BRONZE,6054824248.242213,1,Summer
2008,Romania,Europe,BRONZE,214317202478.26596,4,Summer
2008,Romania,Europe,GOLD,214317202478.26596,4,Summer
2008,Romania,Europe,SILVER,214317202478.26596,1,Summer
2008,Russian Federation,Europe,BRONZE,1660848058303.1138,23,Summer
2008,Russian Federation,Europe,GOLD,1660848058303.1138,24,Summer
2008,Russian Federation,Europe,SILVER,1660848058303.1138,13,Summer
2008,Samoa,Oceania,SILVER,641346191.6647757,1,Summer
2008,Serbia,Europe,BRONZE,52194221468.500725,2,Summer
2008,Serbia,Europe,SILVER,52194221468.500725,1,Summer
2008,Singapore,Asia,SILVER,193617323539.2028,1,Summer
2008,Slovakia,Europe,GOLD,100879902984.9828,3,Summer
2008,Slovakia,Europe,SILVER,100879902984.9828,3,Summer
2008,Slovenia,Europe,BRONZE,55779427739.66093,2,Summer
2008,Slovenia,Europe,GOLD,55779427739.66093,1,Summer
2008,Slovenia,Europe,SILVER,55779427739.66093,2,Summer
2008,South Africa,Africa,SILVER,316131000000.0,1,Summer
2008,Spain,Europe,BRONZE,1631863493552.3433,3,Summer
2008,Spain,Europe,GOLD,1631863493552.3433,5,Summer
2008,Spain,Europe,SILVER,1631863493552.3433,11,Summer
2008,Sudan,Africa,SILVER,64833083257.0,1,Summer
2008,Sweden,Europe,BRONZE,517706149201.1955,1,Summer
2008,Sweden,Europe,SILVER,517706149201.1955,4,Summer
2008,Switzerland,Europe,BRONZE,567268000000.0,4,Summer
2008,Switzerland,Europe,GOLD,567268000000.0,2,Summer
2008,Switzerland,Europe,SILVER,567268000000.0,1,Summer
2008,Tajikistan,Middle East,BRONZE,5161299725.276728,1,Summer
2008,Tajikistan,Middle East,SILVER,5161299725.276728,1,Summer
2008,Thailand,Asia,BRONZE,291382982430.9515,2,Summer
2008,Thailand,Asia,GOLD,291382982430.9515,2,Summer
2008,Thailand,Asia,SILVER,291382982430.9515,2,Summer
2008,Togo,Africa,BRONZE,4578849658.060658,1,Summer
2008,Trinidad and Tobago,North America,GOLD,27871587349.541267,1,Summer
2008,Trinidad and Tobago,North America,SILVER,27871587349.541267,1,Summer
2008,Tunisia,Africa,GOLD,44859439902.21906,1,Summer
2008,Turkey,Middle East,BRONZE,770449000000.0,3,Summer
2008,Turkey,Middle East,GOLD,770449000000.0,1,Summer
2008,Turkey,Middle East,SILVER,770449000000.0,1,Summer
2008,Ukraine,Europe,BRONZE,188110390659.51477,11,Summer
2008,Ukraine,Europe,GOLD,188110390659.51477,7,Summer
2008,Ukraine,Europe,SILVER,188110390659.51477,4,Summer
2008,United States of America,North America,BRONZE,14769900000000.0,37,Summer
2008,United States of America,North America,GOLD,14769900000000.0,36,Summer
2008,United States of America,North America,SILVER,14769900000000.0,39,Summer
2008,Uzbekistan,Middle East,BRONZE,29549438883.83379,3,Summer
2008,Uzbekistan,Middle East,SILVER,29549438883.83379,1,Summer
2008,Venezuela,South America,BRONZE,315953000000.0,1,Summer
2008,Vietnam,Asia,SILVER,99130304099.12744,1,Summer
2008,Zimbabwe,Africa,GOLD,4415702800.0,1,Summer
2008,Zimbabwe,Africa,SILVER,4415702800.0,3,Summer
2012,Afghanistan,Middle East,BRONZE,19907329777.58717,1,Summer
2012,Algeria,Africa,GOLD,227143746075.934,1,Summer
2012,Argentina,South America,BRONZE,545982000000.0,2,Summer
2012,Argentina,South America,GOLD,545982000000.0,1,Summer
2012,Argentina,South America,SILVER,545982000000.0,1,Summer
2012,Armenia,Middle East,BRONZE,10619320682.947445,1,Summer
2012,Armenia,Middle East,SILVER,10619320682.947445,1,Summer
2012,Australia,Oceania,BRONZE,1547649835732.891,12,Summer
2012,Australia,Oceania,GOLD,1547649835732.891,8,Summer
2012,Australia,Oceania,SILVER,1547649835732.891,15,Summer
2012,Azerbaijan,Middle East,BRONZE,69679944504.19719,6,Summer
2012,Azerbaijan,Middle East,GOLD,69679944504.19719,2,Summer
2012,Azerbaijan,Middle East,SILVER,69679944504.19719,2,Summer
2012,Bahamas,North America,GOLD,10720500000.0,1,Summer
2012,Bahrain,Middle East,GOLD,30749308510.638294,1,Summer
2012,Belarus,Europe,BRONZE,65685890438.89215,3,Summer
2012,Belarus,Europe,GOLD,65685890438.89215,2,Summer
2012,Belarus,Europe,SILVER,65685890438.89215,5,Summer
2012,Belgium,Europe,BRONZE,496152879924.7267,2,Summer
2012,Belgium,Europe,SILVER,496152879924.7267,1,Summer
2012,Botswana,Africa,SILVER,13907464500.148876,1,Summer
2012,Brazil,South America,BRONZE,2465227803011.568,9,Summer
2012,Brazil,South America,GOLD,2465227803011.568,3,Summer
2012,Brazil,South America,SILVER,2465227803011.568,5,Summer
2012,Bulgaria,Europe,BRONZE,54288135058.79262,1,Summer
2012,Bulgaria,Europe,SILVER,54288135058.79262,2,Summer
2012,Cameroon,Africa,BRONZE,30155062302.449677,1,Summer
2012,Canada,North America,BRONZE,1828366481521.5952,10,Summer
2012,Canada,North America,GOLD,1828366481521.5952,2,Summer
2012,Canada,North America,SILVER,1828366481521.5952,6,Summer
2012,Colombia,South America,BRONZE,370691143018.03864,5,Summer
2012,Colombia,South America,GOLD,370691143018.03864,1,Summer
2012,Colombia,South America,SILVER,370691143018.03864,3,Summer
2012,Croatia,Europe,BRONZE,57411354937.680756,2,Summer
2012,Croatia,Europe,GOLD,57411354937.680756,3,Summer
2012,Croatia,Europe,SILVER,57411354937.680756,1,Summer
2012,Cuba,North America,BRONZE,73141000000.0,7,Summer
2012,Cuba,North America,GOLD,73141000000.0,5,Summer
2012,Cuba,North America,SILVER,73141000000.0,3,Summer
2012,Cyprus,Middle East,SILVER,25047433100.13009,1,Summer
2012,Czech Republic,Europe,BRONZE,208857719320.6487,4,Summer
2012,Czech Republic,Europe,GOLD,208857719320.6487,4,Summer
2012,Czech Republic,Europe,SILVER,208857719320.6487,3,Summer
2012,Denmark,Europe,BRONZE,327148943812.1366,3,Summer
2012,Denmark,Europe,GOLD,327148943812.1366,2,Summer
2012,Denmark,Europe,SILVER,327148943812.1366,4,Summer
2012,Dominican Republic,North America,GOLD,60681535652.537346,1,Summer
2012,Dominican Republic,North America,SILVER,60681535652.537346,1,Summer
2012,Egypt,Africa,BRONZE,279116666666.6667,1,Summer
2012,Egypt,Africa,SILVER,279116666666.6667,3,Summer
2012,Estonia,Europe,BRONZE,23019150071.18673,1,Summer
2012,Estonia,Europe,SILVER,23019150071.18673,1,Summer
2012,Ethiopia,Africa,BRONZE,43310721414.08288,2,Summer
2012,Ethiopia,Africa,GOLD,43310721414.08288,3,Summer
2012,Ethiopia,Africa,SILVER,43310721414.08288,2,Summer
2012,Finland,Europe,BRONZE,258290060227.73444,1,Summer
2012,Finland,Europe,SILVER,258290060227.73444,2,Summer
2012,France,Europe,BRONZE,2683671716967.188,13,Summer
2012,France,Europe,GOLD,2683671716967.188,11,Summer
2012,France,Europe,SILVER,2683671716967.188,11,Summer
2012,Gabon,Africa,SILVER,17170464016.059284,1,Summer
2012,Georgia,Middle East,BRONZE,16894392033.225578,3,Summer
2012,Georgia,Middle East,GOLD,16894392033.225578,1,Summer
2012,Georgia,Middle East,SILVER,16894392033.225578,2,Summer
2012,Germany,Europe,BRONZE,3527143188785.157,13,Summer
2012,Germany,Europe,GOLD,3527143188785.157,11,Summer
2012,Germany,Europe,SILVER,3527143188785.157,20,Summer
2012,Great Britain,Europe,BRONZE,2707089726614.636,18,Summer
2012,Great Britain,Europe,GOLD,2707089726614.636,29,Summer
2012,Great Britain,Europe,SILVER,2707089726614.636,18,Summer
2012,Greece,Europe,BRONZE,242029307133.40787,2,Summer
2012,Grenada,North America,GOLD,799881481.4814814,1,Summer
2012,Guatemala,North America,SILVER,49593929487.0,1,Summer
2012,"Hong Kong, China",Asia,BRONZE,262628865879.6968,1,Summer
2012,Hungary,Europe,BRONZE,128814279315.1317,6,Summer
2012,Hungary,Europe,GOLD,128814279315.1317,8,Summer
2012,Hungary,Europe,SILVER,128814279315.1317,4,Summer
2012,India,Asia,BRONZE,1827637590410.953,4,Summer
2012,India,Asia,SILVER,1827637590410.953,2,Summer
2012,Indonesia,Asia,BRONZE,917869913332.6486,1,Summer
2012,Indonesia,Asia,SILVER,917869913332.6486,2,Summer
2012,Ireland,Europe,BRONZE,225118718207.1563,4,Summer
2012,Ireland,Europe,GOLD,225118718207.1563,1,Summer
2012,Ireland,Europe,SILVER,225118718207.1563,1,Summer
2012,Islamic Republic of Iran,Middle East,BRONZE,644035512181.4827,1,Summer
2012,Islamic Republic of Iran,Middle East,GOLD,644035512181.4827,6,Summer
2012,Islamic Republic of Iran,Middle East,SILVER,644035512181.4827,6,Summer
2012,Italy,Europe,BRONZE,2086957656821.602,11,Summer
2012,Italy,Europe,GOLD,2086957656821.602,8,Summer
2012,Italy,Europe,SILVER,2086957656821.602,9,Summer
2012,Jamaica,North America,BRONZE,14807086555.528316,3,Summer
2012,Jamaica,North America,GOLD,14807086555.528316,4,Summer
2012,Jamaica,North America,SILVER,14807086555.528316,5,Summer
2012,Japan,Asia,BRONZE,6272362996105.034,17,Summer
2012,Japan,Asia,GOLD,6272362996105.034,7,Summer
2012,Japan,Asia,SILVER,6272362996105.034,14,Summer
2012,Kazakhstan,Middle East,BRONZE,207998568865.78925,6,Summer
2012,Kazakhstan,Middle East,GOLD,207998568865.78925,3,Summer
2012,Kazakhstan,Middle East,SILVER,207998568865.78925,2,Summer
2012,Kenya,Africa,BRONZE,56396704671.57766,6,Summer
2012,Kenya,Africa,GOLD,56396704671.57766,2,Summer
2012,Kenya,Africa,SILVER,56396704671.57766,4,Summer
2012,Kuwait,Middle East,BRONZE,174047695598.6865,1,Summer
2012,Latvia,Europe,BRONZE,28169902669.378365,1,Summer
2012,Latvia,Europe,GOLD,28169902669.378365,1,Summer
2012,Lithuania,Europe,BRONZE,42927454291.0,3,Summer
2012,Lithuania,Europe,GOLD,42927454291.0,2,Summer
2012,Malaysia,Asia,BRONZE,314443047642.11096,1,Summer
2012,Malaysia,Asia,SILVER,314443047642.11096,1,Summer
2012,Mexico,North America,BRONZE,1255110424817.7866,4,Summer
2012,Mexico,North America,GOLD,1255110424817.7866,1,Summer
2012,Mexico,North America,SILVER,1255110424817.7866,3,Summer
2012,Mongolia,Asia,BRONZE,12292770631.564993,3,Summer
2012,Mongolia,Asia,SILVER,12292770631.564993,2,Summer
2012,Montenegro,Europe,SILVER,4087526241.812683,1,Summer
2012,Morocco,Africa,BRONZE,106937392311.12907,1,Summer
2012,Netherlands,Europe,BRONZE,838923319919.5315,8,Summer
2012,Netherlands,Europe,GOLD,838923319919.5315,6,Summer
2012,Netherlands,Europe,SILVER,838923319919.5315,6,Summer
2012,New Zealand,Oceania,BRONZE,176210710655.20847,5,Summer
2012,New Zealand,Oceania,GOLD,176210710655.20847,6,Summer
2012,New Zealand,Oceania,SILVER,176210710655.20847,2,Summer
2012,Norway,Europe,BRONZE,512777000000.0,1,Summer
2012,Norway,Europe,GOLD,512777000000.0,2,Summer
2012,Norway,Europe,SILVER,512777000000.0,1,Summer
2012,People's Republic of China,Asia,BRONZE,8532185381680.593,22,Summer
2012,People's Republic of China,Asia,GOLD,8532185381680.593,38,Summer
2012,People's Republic of China,Asia,SILVER,8532185381680.593,31,Summer
2012,Poland,Europe,BRONZE,495230523665.9008,7,Summer
2012,Poland,Europe,GOLD,495230523665.9008,3,Summer
2012,Poland,Europe,SILVER,495230523665.9008,1,Summer
2012,Portugal,Europe,SILVER,216224240577.95743,1,Summer
2012,Puerto Rico,North America,BRONZE,101565000000.0,1,Summer
2012,Puerto Rico,North America,SILVER,101565000000.0,1,Summer
2012,Qatar,Middle East,BRONZE,186833502362.63736,1,Summer
2012,Qatar,Middle East,SILVER,186833502362.63736,1,Summer
2012,Republic of Korea,Asia,BRONZE,1278046536287.0134,8,Summer
2012,Republic of Korea,Asia,GOLD,1278046536287.0134,13,Summer
2012,Republic of Korea,Asia,SILVER,1278046536287.0134,9,Summer
2012,Romania,Europe,BRONZE,179132893143.41733,1,Summer
2012,Romania,Europe,GOLD,179132893143.41733,2,Summer
2012,Romania,Europe,SILVER,179132893143.41733,4,Summer
2012,Russian Federation,Europe,BRONZE,2208293553878.4243,27,Summer
2012,Russian Federation,Europe,GOLD,2208293553878.4243,20,Summer
2012,Russian Federation,Europe,SILVER,2208293553878.4243,20,Summer
2012,Saudi Arabia,Middle East,BRONZE,741849866666.6666,1,Summer
2012,Serbia,Europe,BRONZE,43309252921.05673,2,Summer
2012,Serbia,Europe,GOLD,43309252921.05673,1,Summer
2012,Serbia,Europe,SILVER,43309252921.05673,1,Summer
2012,Singapore,Asia,BRONZE,295092888076.5895,2,Summer
2012,Slovakia,Europe,BRONZE,94623731085.61057,3,Summer
2012,Slovakia,Europe,SILVER,94623731085.61057,1,Summer
2012,Slovenia,Europe,BRONZE,46577793184.003136,2,Summer
2012,Slovenia,Europe,GOLD,46577793184.003136,1,Summer
2012,Slovenia,Europe,SILVER,46577793184.003136,1,Summer
2012,South Africa,Africa,BRONZE,434400545085.8111,1,Summer
2012,South Africa,Africa,GOLD,434400545085.8111,4,Summer
2012,South Africa,Africa,SILVER,434400545085.8111,1,Summer
2012,Spain,Europe,BRONZE,1324750738725.0002,6,Summer
2012,Spain,Europe,GOLD,1324750738725.0002,4,Summer
2012,Spain,Europe,SILVER,1324750738725.0002,10,Summer
2012,Sweden,Europe,BRONZE,552483727282.8025,3,Summer
2012,Sweden,Europe,GOLD,552483727282.8025,1,Summer
2012,Sweden,Europe,SILVER,552483727282.8025,4,Summer
2012,Switzerland,Europe,GOLD,686420221557.9899,2,Summer
2012,Switzerland,Europe,SILVER,686420221557.9899,2,Summer
2012,Tajikistan,Middle East,BRONZE,7633036903.076341,1,Summer
2012,Thailand,Asia,BRONZE,397558325278.5791,2,Summer
